"","F UN Equity","HOG UN Equity","JCI UN Equity","CMA UN Equity","ZION UW Equity","PNC UN Equity","AME UN Equity","SWK UN Equity","PWR UN Equity","RSG UN Equity","WM UN Equity","CTAS UW Equity","HAR UN Equity","LEG UN Equity","MHK UN Equity","YUM UN Equity","RCL UN Equity","MCD UN Equity","GS UN Equity","NTRS UW Equity","BLK UN Equity","TSO UN Equity","APC UN Equity","WMB UN Equity","CVS UN Equity","COST UW Equity","WFM UW Equity","HSY UN Equity","BF/B UN Equity","TAP UN Equity","ABC UN Equity","EW UN Equity","BAX UN Equity","EL UN Equity","PG UN Equity","KMB UN Equity","UNM UN Equity","XL UN Equity","MMC UN Equity","FMC UN Equity","PX UN Equity","SEE UN Equity","CMCSA UW Equity","TWX UN Equity","IPG UN Equity","ILMN UW Equity","MRK UN Equity","AGN UN Equity","EQR UN Equity","BXP UN Equity","CCI UN Equity","TSCO UW Equity","GME UN Equity","KMX UN Equity","SWKS UW Equity","MCHP UW Equity","INTC UW Equity","SYMC UW Equity","VRSN UW Equity","ATVI UW Equity","FFIV UW Equity","NTAP UW Equity","CSCO UW Equity","T UN Equity","VZ UN Equity","CTL UN Equity","R UN Equity","LUV UN Equity","UNP UN Equity","CNP UN Equity","TE UN Equity","AEP UN Equity"
"WM UN Equity",0.852873540444662,0.872951217815196,0.861264846517047,0.844594078934053,0.86001143017509,0.844316073506059,0.864704252405597,0.872449841905152,0.859194086693083,0.868543900390997,1,0.862479052464937,0.85987866415303,0.8646191904458,0.863278311887594,0.853493505902825,0.85046533296549,0.838188404903039,0.853836613682918,0.85450476537492,0.860420541245304,0.852497720734526,0.83483544663219,0.852577182877277,0.861312265139638,0.861227517703467,0.85295236283006,0.858507324713269,0.852556537354857,0.856002714298599,0.851505508217155,0.848856457913944,0.848406985960881,0.859800938618823,0.838317041237976,0.874543050877116,0.855087620623177,0.857176326321225,0.843492944652974,0.851728109199466,0.871835036760217,0.867014333333067,0.87025960258392,0.867173308889715,0.846268164040344,0.850996445485838,0.825370627805892,0.849734163468188,0.849016857425165,0.838554720889351,0.863093675459834,0.853072389570405,0.841775284583577,0.854510811544528,0.85595488605846,0.855568539428102,0.851063929600552,0.844649847503625,0.862066168413095,0.852959726033073,0.860022998912411,0.86232433613519,0.862722310672654,0.848975354329455,0.846219897532485,0.860243758158228,0.852800226304601,0.850263662734543,0.847830700454467,0.851931177878831,0.843546769115971,0.851522334253524
"CTAS UW Equity",0.844198815372216,0.862601513169131,0.851136461490113,0.842585229097585,0.852488996451783,0.859784142571136,0.848902380232049,0.860245206252317,0.866479567572345,0.860587973301242,0.862479052464937,1,0.858741995225193,0.88301261152657,0.865167831432577,0.850199417668406,0.85010840735669,0.864651237324033,0.861530541275195,0.854612549451291,0.869549102608234,0.845845654669923,0.831027137955158,0.853874092608111,0.869190272068263,0.854828111585122,0.848346875028477,0.858071229475864,0.850204923748318,0.852808722371876,0.862518131653215,0.859193014393339,0.855775668132421,0.858650935977186,0.853344301984182,0.878215864964788,0.849143277971643,0.857295491824836,0.832235594033381,0.85850236630369,0.857112481564218,0.859878420350711,0.858173399225913,0.853064099631467,0.856669024528619,0.855414669616799,0.844313956429265,0.859512613155921,0.839270788315375,0.827370438555451,0.855973282720438,0.858326120967429,0.8473149638522,0.863089301755755,0.861225990640277,0.86136975851857,0.868548778619563,0.849400496811194,0.86294839698982,0.870257697843594,0.866243944001239,0.86992027002501,0.874605660229729,0.858396451635849,0.842703142606108,0.850730031847731,0.856533611386839,0.866804358571045,0.843930076290357,0.859138774686246,0.844839055167107,0.850843198728001
"HAR UN Equity",0.856068240175077,0.867883942965649,0.862650707052014,0.842078444017876,0.853142214854934,0.848395089404714,0.86486098009975,0.875207887465351,0.853902570734921,0.846693543199487,0.85987866415303,0.858741995225193,1,0.865160441785666,0.866770187554839,0.866492888269242,0.860778150128604,0.861498077746537,0.852963571443909,0.855632106392783,0.863465587655215,0.856627152729078,0.842445479461436,0.849391972050904,0.855175862741222,0.866004378742887,0.857624785025795,0.838576414513301,0.852657447183075,0.865695654324823,0.862092460211261,0.83947892697951,0.85809574386441,0.875706605727654,0.858605504684656,0.869830867248296,0.855465899858988,0.857338277620047,0.868129443026529,0.863063061448308,0.858589477178726,0.871201098090809,0.853068889517437,0.846770490818331,0.857510188297975,0.858937802525407,0.841170887780407,0.858957716538155,0.837174491322883,0.832670305624845,0.859993846784472,0.847927559668004,0.851241962097614,0.855870769703888,0.857379712429653,0.843658907030659,0.836391408094462,0.855805785103518,0.863616471014282,0.85573135895374,0.868200496893585,0.861150404982021,0.845538984536927,0.830532056154965,0.837555281386803,0.85547287974648,0.862643997909767,0.848297446556605,0.862607222829404,0.841301604589668,0.838577174470146,0.851930817589119
"LEG UN Equity",0.855008955494595,0.880149258766204,0.852663718972536,0.85841523929637,0.859462569426728,0.863560858149231,0.864539363608554,0.871854978931829,0.859183014151187,0.863728633067907,0.8646191904458,0.88301261152657,0.865160441785666,1,0.871932528814621,0.852001786310477,0.857503761011499,0.850337274765472,0.867854678105895,0.855278689605361,0.874179001256037,0.855602695029394,0.839494018189493,0.858532159786167,0.86765720125828,0.860927638369843,0.858594089461686,0.847572003600533,0.860914231622082,0.876584555733333,0.880917100560107,0.862601441598505,0.864183867389315,0.859624298269084,0.851266242541733,0.877755465894372,0.870101437559846,0.852146991074782,0.865923725091052,0.873454233983973,0.867721952336437,0.874247218834055,0.867877395268297,0.865445311715431,0.852792189181883,0.849774182641253,0.862846135308093,0.870503417347118,0.843673018792611,0.842697396070337,0.857655929567718,0.868468413985265,0.855232872267108,0.876900124246564,0.852220191371537,0.862838143579656,0.867218134690628,0.869765055710703,0.873226539195945,0.871537023344106,0.871421962315291,0.866387691734334,0.873232553311633,0.84796532908633,0.84730037352406,0.863843453891546,0.878091189557894,0.865367658698695,0.868946497053074,0.861560495303721,0.83808572900174,0.845373262716321
"MHK UN Equity",0.856427195476592,0.881630597855017,0.863095394492547,0.860187623741585,0.872996379912868,0.865339781548294,0.862435157717508,0.883055573984884,0.867031005010921,0.856379724444212,0.863278311887594,0.865167831432577,0.866770187554839,0.871932528814621,1,0.852995880602695,0.847600111128783,0.862280927136932,0.869490467444858,0.872072477568703,0.87419599329008,0.846449254674117,0.852347233201434,0.853765690975495,0.868272188539624,0.855873954648956,0.851696557835357,0.857783210795459,0.847746636106964,0.865605393445025,0.873230713519115,0.858420818983771,0.85220708754204,0.859092278915839,0.848295426379038,0.865403017148997,0.874374067740394,0.873986259324928,0.863308321189702,0.868951734285033,0.864677914052796,0.863686029359929,0.856413313909108,0.850808357167936,0.850017610801537,0.856657037135227,0.841574774043105,0.85604159135794,0.853749232810286,0.838729539056184,0.850321609779418,0.865165663659723,0.863237317027746,0.859397140201682,0.854866433666656,0.86078584721501,0.861964679877974,0.876271776011301,0.880703130236322,0.869918762675962,0.868877534199903,0.859931583413725,0.865038644818395,0.856071540722181,0.854787092771774,0.855110329923116,0.853042174505973,0.866811341202767,0.855426583535757,0.858127723785303,0.858541912874107,0.854241546966472
"YUM UN Equity",0.854466517793632,0.86109892510471,0.857819835592463,0.848504818197053,0.857760113932334,0.837127364758217,0.874524023473413,0.869912405031329,0.858124095506384,0.858831530392366,0.853493505902825,0.850199417668406,0.866492888269242,0.852001786310477,0.852995880602695,1,0.852480747080242,0.856540025468642,0.853942397487094,0.848340719370348,0.840084987650531,0.858931007754801,0.86100549562506,0.845244443322356,0.867786362750275,0.869384065602825,0.860232893095037,0.846619489604898,0.850545500427945,0.866990219182168,0.856832928449084,0.84691052577949,0.843979429147071,0.865771577499008,0.857602008523432,0.868262592721185,0.850128717645834,0.850438916551999,0.831478886672628,0.863990123684225,0.873209588229732,0.860077935747611,0.858125800315569,0.853852936536871,0.850209408666991,0.859811147348572,0.830386608712674,0.848998336602857,0.853458062282576,0.84664978313903,0.865403425110542,0.854451330705983,0.862710709466254,0.863802240641939,0.842890822800559,0.857657872677588,0.856835751891579,0.8399169662538,0.863555492952001,0.867734013435795,0.864716167926148,0.864149619361911,0.850320801006046,0.848140629988927,0.85316859313943,0.856664634106559,0.85758824128398,0.850875530184959,0.86085383393063,0.844299813927911,0.855970716966202,0.846736072282379
"RCL UN Equity",0.841217416971243,0.858881900455042,0.849679495020188,0.83468355171301,0.836198960547799,0.844057148520356,0.854623558892561,0.847665032162798,0.844834787413096,0.849416346328407,0.85046533296549,0.85010840735669,0.860778150128604,0.857503761011499,0.847600111128783,0.852480747080242,1,0.844127114761405,0.844839436139458,0.831810362682212,0.843253958257458,0.841071356590648,0.836303872216551,0.840931105084418,0.849134746236084,0.845387924189548,0.843611495445498,0.83595730148258,0.840498050646004,0.844415342428793,0.844303176173788,0.83520439395311,0.855072978105615,0.858950608666357,0.838116615377965,0.84706359624421,0.840228813854834,0.842427075884354,0.832938264926238,0.858223914424517,0.841378794446486,0.839482180242824,0.862043729694226,0.850907162573754,0.853407788109767,0.855846353824433,0.834664773998457,0.850301551968167,0.843633110364491,0.837564812123154,0.854334335432968,0.849508949515267,0.844188054897137,0.853734537735132,0.852323408349549,0.850420384678984,0.848708110941071,0.855939145808146,0.860302923270014,0.846970364817891,0.855243942477701,0.872742387324891,0.852190117669802,0.853805501729419,0.855458918106306,0.857165636736257,0.849605361146093,0.847521851206446,0.843723261347738,0.845393788665892,0.84819117862064,0.837159164643551
"MCD UN Equity",0.850519605692254,0.856923084606327,0.862924128827956,0.837158908410107,0.853548685960567,0.851598247428569,0.865095498471909,0.86799099363856,0.854687238803898,0.856719496202846,0.838188404903039,0.864651237324033,0.861498077746537,0.850337274765472,0.862280927136932,0.856540025468642,0.844127114761405,1,0.848041528950841,0.851354799978475,0.856359814347268,0.840856081025972,0.846863720183327,0.842951917984999,0.850140314420939,0.851094717968958,0.84719714542451,0.852673600416,0.855953495036666,0.853970716683493,0.856900640358966,0.846655156345767,0.854069387977705,0.858784545316428,0.860541482777286,0.863765532423036,0.848085602123317,0.83964443215859,0.832348360650528,0.858403476019866,0.859085931424444,0.849815320836144,0.844140125374725,0.867436193129722,0.84673917404882,0.846758705210093,0.82130173389367,0.836176054528086,0.85291721737943,0.841638595103551,0.838453972124308,0.846862873628709,0.842593949697185,0.843310708619071,0.843098467901749,0.846975144306662,0.849832315744458,0.84657078373881,0.847975364834076,0.85574281905335,0.865202478451982,0.851138998494691,0.859416372540023,0.841201894642865,0.836188402126456,0.850190364460357,0.855409276193955,0.857735270060666,0.846090753104647,0.843874353365605,0.847339280186487,0.848722253789343
"GS UN Equity",0.857062954656826,0.856677982211151,0.860724311235907,0.847184082783426,0.854728757714548,0.852905027703795,0.856949205412602,0.859830543965015,0.857571390122002,0.857112454686134,0.853836613682918,0.861530541275195,0.852963571443909,0.867854678105895,0.869490467444858,0.853942397487094,0.844839436139458,0.848041528950841,1,0.871794027937074,0.852990257996325,0.862663419122418,0.844611638902767,0.856290151872443,0.862563847570164,0.849498411875504,0.843790870612478,0.83865824307571,0.856365981696834,0.847739199612965,0.853663723979665,0.835508023552302,0.84523479204575,0.84753022577305,0.845555535517723,0.866607253452439,0.827052508779589,0.835702625451927,0.822584733728988,0.869509168033758,0.870507440824239,0.851672255309516,0.852254431570659,0.864392406350368,0.843607459943164,0.854721179212921,0.814599227046234,0.841865840418704,0.837993282499682,0.838087299830225,0.854793443891531,0.851440030260888,0.843078949419493,0.86422379726083,0.862405114697918,0.847146540579578,0.850604333376016,0.850209174145639,0.856810093338529,0.854993370673681,0.855503346300592,0.857127391478351,0.856011673763634,0.840836136452753,0.8376796244711,0.84667245176556,0.860261437130817,0.859140407424125,0.850842919277868,0.859208212780521,0.857878364794457,0.844618968222518
"NTRS UW Equity",0.851043356744195,0.852228373667357,0.870195050197362,0.867112368980856,0.863155261975414,0.873650677520521,0.841850938273034,0.862591779010228,0.851281023701429,0.847369810982914,0.85450476537492,0.854612549451291,0.855632106392783,0.855278689605361,0.872072477568703,0.848340719370348,0.831810362682212,0.851354799978475,0.871794027937074,1,0.850543865787338,0.851774494590743,0.841114913085484,0.855369159777565,0.840399799111789,0.854917229253345,0.850590283140943,0.848539615306591,0.852833616418979,0.844625586126494,0.844999680811499,0.84315004593594,0.856846963302924,0.855376966796506,0.857189273966965,0.860859363200216,0.84450210475401,0.851156702608087,0.828218689527171,0.852243663621624,0.86206658097238,0.861438904832303,0.846707274869054,0.858455752271065,0.833014830961248,0.845946225718882,0.822197733725205,0.852563611299173,0.854516113265464,0.83760875941792,0.843623460682826,0.85321526321954,0.853805313429614,0.85353158525662,0.834708070798325,0.843281983250848,0.842072799735077,0.854341856078609,0.846842899484692,0.846511691738499,0.851720655512351,0.850086180097524,0.84920459946492,0.844632286716374,0.854221847404738,0.842932841519387,0.858599229825541,0.869499358722674,0.859467333527147,0.844007670381589,0.847574183365894,0.853126709098498
